,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude
15010,218095,DPW Maintained,Prunus cerasifera :: Cherry Plum,38 Southwood Dr,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.7253389,-122.4572439
15011,134405,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,721 Van Ness Ave,3.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.78210165,-122.4208615
15014,238275,Undocumented,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,4134 19th St,5.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.75930552,-122.4357296
15015,231802,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,128 Roosevelt Way,3.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.76682463,-122.4384425
15016,210050,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,122 Flood Ave,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.72995792,-122.4426171
15018,190323,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',95 Hawthorne St,4.0,Sidewalk: Curb side : Cutout,Private,,11,Width 2ft,37.78505926,-122.3982331
15019,204386,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,1 Rossmoor Dr,1.0,Sidewalk: Property side : Yard,Private,,5,Width 3ft,37.73005473,-122.4725766
15020,231285,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,120 Ripley St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.74414357,-122.4124677
15023,209667,DPW Maintained,Maytenus boaria :: Mayten,2010 18th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.75025991,-122.4750414
15024,100295,Undocumented,Pittosporum undulatum :: Victorian Box,3725 Buchanan St,5.0,Sidewalk: Curb side : Cutout,Private,,10,3x3,37.80438527,-122.4336646
15025,130029,DPW Maintained,Lophostemon confertus :: Brisbane Box,411 Leavenworth St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 4ft,37.78488968,-122.4145618
15028,242640,DPW Maintained,Ulmus parvifolia :: Chinese Elm,522 Shotwell St,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.76000767,-122.4159688
15030,131263,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2590 Union St,2.0,Sidewalk: Curb side : Cutout,Private,,6,Width 4ft,37.79635591,-122.4418474
15031,26787,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,58 Leland Ave,1.0,Sidewalk: Curb side : Cutout,Private,8/6/99 0:00,3,,37.71169838,-122.4048686
15033,43255,DPW Maintained,Prunus cerasifera :: Cherry Plum,400 Burrows St,2.0,Sidewalk: Curb side : Cutout,Private,7/12/00 0:00,5,,37.72809013,-122.4073283
15035,208745,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,40 Lomita Ave,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.75861441,-122.4728976
15036,248678,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,303 28th St,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.74508861,-122.4294118
15038,232945,DPW Maintained,Olea europaea :: Olive Tree,40 Jersey St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.75104807,-122.4258453
15041,136076,DPW Maintained,Pyrus calleryana :: Ornamental Pear,2501 Jackson St,5.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.791861,-122.4388382
15043,195474,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,450x The Embarcadero,10.0,Median : Yard,DPW,,7,,37.79480871,-122.3935766
15045,226157,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,493 27th St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.74658193,-122.4312211
15046,182877,DPW Maintained,Pittosporum undulatum :: Victorian Box,2416 26th Ave,2.0,Sidewalk: Curb side : Cutout,Private,,3,Width 0ft,37.74243931,-122.4830943
15049,120639,DPW Maintained,Maytenus boaria :: Mayten,636 Baker St,1.0,Sidewalk: Curb side : Cutout,Private,,7,3x3,37.77713299,-122.4415117
15050,224984,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',372 Sanchez St,1.0,Sidewalk: Curb side : Cutout,Private,,17,Width 3ft,37.76318934,-122.4308781
15052,130581,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2710 Broderick St,5.0,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.79535676,-122.4435548
15055,147739,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,101 08th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2/4/21 0:00,3,Width 4ft,37.78638902,-122.4669004
15056,240129,DPW Maintained,Pyrus calleryana :: Ornamental Pear,20 Lily St,7.0,Sidewalk: Curb side : Cutout,Private,,3,Width 4ft,37.77470282,-122.4215975
15057,220924,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,121 Bradford St,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 2ft,37.74095278,-122.4094864
15059,141787,DPW Maintained,Ulmus parvifolia :: Chinese Elm,1461 Ellis St,4.0,Sidewalk: Curb side : Cutout,Private,,13,Width 0ft,37.78258294,-122.4302909
15061,219881,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,306 Elsie St,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.73950521,-122.419776
15062,3299,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,4752 California St,1.0,Sidewalk: Curb side : Cutout,Private,,15,3x3,37.7847067,-122.4686336
15063,60404,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1559 Quesada Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/26/82 0:00,12,,37.7317559,-122.3888616
15064,125293,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,350 Green St,2.0,Sidewalk: Curb side : Pot,Private,,12,Width 2ft,37.8000516,-122.4051695
15066,235841,DPW Maintained,Prunus cerasifera :: Cherry Plum,909 Hampshire St,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 2ft,37.75748939,-122.4076708
15068,136098,DPW Maintained,Pyrus calleryana :: Ornamental Pear,2850 Broadway,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.7931849,-122.4440654
15071,88497,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1701 Lane St,3.0,Sidewalk: Curb side : Cutout,Private,7/18/08 0:00,4,3x3,37.73141335,-122.3901481
15073,58731,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1050 Battery St,1.0,Sidewalk: Curb side : Cutout,Private,12/8/81 0:00,15,,37.80103314,-122.4014562
15074,202392,DPW Maintained,Lophostemon confertus :: Brisbane Box,101 Harrison St,6.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.788617,-122.3895414
15075,228100,DPW Maintained,Lophostemon confertus :: Brisbane Box,5175 Diamond Heights Blvd,8.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.7461857,-122.4400511
15076,41234,DPW Maintained,Prunus cerasifera :: Cherry Plum,3743 Webster St,1.0,Sidewalk: Curb side : Cutout,Private,11/30/99 0:00,5,,37.80533926,-122.4355526
15078,238179,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1333 Castro St,3.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.75087913,-122.4339341
15080,124483,DPW Maintained,Prunus cerasifera :: Cherry Plum,20 Willard St North,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.77794026,-122.4568937
15081,54655,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,280 Peninsula Ave,1.0,Sidewalk: Curb side : Cutout,Private,7/27/72 0:00,18,,37.71194851,-122.399014
15082,193818,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,300 Tulare St,7.0,Front Yard : Yard,Private,,3,,37.74789989,-122.3905824
15086,131352,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2440 Washington St,1.0,Sidewalk: Curb side : Cutout,Private,,27,Width 4ft,37.79176935,-122.4335097
15087,242418,DPW Maintained,Ulmus parvifolia :: Chinese Elm,299 Fair Oaks St,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 2ft,37.7520509,-122.4239331
15088,131593,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,999 Green St,3.0,Sidewalk: Curb side : Yard,Private,,7,,37.79868654,-122.4151608
15090,220128,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,420 Dolores St,6.0,Sidewalk: Curb side : Yard,Private,,24,Width 6ft,37.76236665,-122.4263107
15091,143112,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,620 FILBERT ST,2.0,Sidewalk: Curb side : Cutout,Private,,11,Width 0ft,37.80138971,-122.4097249
15093,86156,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1200 24th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1/22/07 0:00,3,3x3,37.76496275,-122.48252
15094,246141,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1570 Waller St,2.0,Sidewalk: Curb side : Cutout,Private,,13,Width 0ft,37.76871833,-122.4499907
15095,177616,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,278 Onondaga Ave,2.0,Sidewalk: Curb side : Cutout,Private,,6,Width 2ft,37.72301554,-122.4420087
15099,136862,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,887 Eddy St,3.0,Sidewalk: Curb side : Cutout,Private,,1,Width 4ft,37.78266717,-122.4220523
15100,39541,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2009 18th St,1.0,Sidewalk: Curb side : Cutout,Private,12/28/98 0:00,5,,37.76213711,-122.4027525
15102,218308,DPW Maintained,Prunus cerasifera :: Cherry Plum,453 Castenada Ave,1.0,Sidewalk: Curb side : Yard,Private,,4,Width 0ft,37.74554756,-122.4669618
15103,224399,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',298 Clinton Park,1.0,Sidewalk: Curb side : Cutout,Private,,16,Width 4ft,37.76905588,-122.4260106
15105,232153,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,27 Park Hill Ave,2.0,Sidewalk: Curb side : Yard,Private,,10,Width 2ft,37.76773383,-122.4391878
15106,248646,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,701 Church St,45.0,Front Yard : Yard,Private,,24,,37.75938798,-122.4280618
15109,261008,DPW Maintained,Pittosporum undulatum :: Victorian Box,715 17th Ave,1.0,Sidewalk: Curb side : Cutout,Private,11/13/19 0:00,3,4x4,37.77447743,-122.4758711
15111,194939,DPW Maintained,Pittosporum undulatum :: Victorian Box,687 China Basin St,2.0,Sidewalk: Curb side : Cutout,Private,,1,Width 5ft,37.77173875,-122.3926482
15113,179983,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,23 Whittier St,3.0,Sidewalk: Curb side : Cutout,Private,,1,Width 5ft,37.71008099,-122.4481608
15114,235428,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2869 Cesar Chavez St,1.0,Sidewalk: Curb side : Cutout,DPW,12/9/16 0:00,3,3x3,37.74852686,-122.4071305
15115,204993,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,920 Bosworth St,12.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.73434137,-122.4376868
15116,209888,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1955 15th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.75154315,-122.4720086
15117,177599,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2901 Alemany Blvd,2.0,Sidewalk: Curb side : Cutout,DPW,,22,Width 2ft,37.71188017,-122.4519799
15119,214819,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,14 Hearst Ave,1.0,Sidewalk: Curb side : Cutout,Private,,1,Width 2ft,37.73078066,-122.4388495
15120,66780,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1341 Union St,1.0,Sidewalk: Curb side : Cutout,Private,9/20/91 0:00,10,,37.79879236,-122.421539
15123,115608,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',501 02nd St,3.0,Sidewalk: Curb side : Cutout,Private,,16,3x3,37.78291026,-122.3932291
15126,17953,DPW Maintained,Maytenus boaria :: Mayten,2475 Pine St,6.0,Sidewalk: Curb side : Cutout,DPW,5/2/97 0:00,3,3x3,37.78752828,-122.4364541
15128,225329,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',71 Whitney St,1.0,Sidewalk: Curb side : Cutout,Private,,15,Width 3ft,37.74036757,-122.4276652
15129,203945,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,2579 15th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.73994842,-122.4712178
15132,44352,DPW Maintained,Lophostemon confertus :: Brisbane Box,451 Beach St,3.0,Sidewalk: Curb side : Cutout,Private,3/16/01 0:00,5,,37.80709718,-122.4165598
15135,109192,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,3826 Ulloa St,1.0,Sidewalk: Curb side : Cutout,Private,2/2/15 0:00,3,3x3,37.74036874,-122.4975221
15137,30997,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2101 Pacific Ave,2.0,Sidewalk: Curb side : Cutout,Private,3/13/95 0:00,9,,37.79385321,-122.4302004
15139,219919,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,25 Valley St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.74467552,-122.4227243
15140,111821,DPW Maintained,Lophostemon confertus :: Brisbane Box,545 Leavenworth St,1.0,Sidewalk: Curb side : Cutout,Private,,7,3x3,37.78620002,-122.4148367
15144,17820,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,1911 Pine St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.7886229,-122.427783
15145,5737,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1736 Dolores St,1.0,Sidewalk: Curb side : Cutout,DPW,,30,3X3,37.74173115,-122.4243316
15146,11026,DPW Maintained,Lophostemon confertus :: Brisbane Box,1435 Hyde St,1.0,Sidewalk: Curb side : Cutout,DPW,10/5/19 12:43,3,3x3,37.79413446,-122.4180994
15147,13702,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,738 Market St,1.0,Sidewalk: Curb side : Cutout,DPW,,40,4X4,37.78701108,-122.4044291
15148,105826,Undocumented,Metrosideros excelsa :: New Zealand Xmas Tree,945 ELIZABETH ST,2.0,Sidewalk: Curb side : Cutout,Private,,22,4x30,37.75139603,-122.4416503
15149,118258,DPW Maintained,Prunus cerasifera :: Cherry Plum,695 35th Ave,4.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.77599667,-122.4952688
15150,126909,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',75 Spruce St,4.0,Sidewalk: Curb side : Cutout,Private,,8,Width 4ft,37.79011619,-122.4542294
15151,233194,DPW Maintained,Olea europaea :: Olive Tree,799 Moultrie St,4.0,Sidewalk: Curb side : Cutout,Private,,9,Width 3ft,37.73508448,-122.4160986
15152,16585,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,745X Lake St,2.0,Sidewalk: Curb side : Cutout,Private,,13,3X3,37.78649097,-122.4673082
15153,258431,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2450 Irving St,2.0,Sidewalk: Curb side : Cutout,Private,6/25/19 17:45,3,3x3,37.76333081,-122.4840665
15155,228779,DPW Maintained,Lophostemon confertus :: Brisbane Box,77 Van Ness Ave,2.0,Sidewalk: Curb side : Yard,Private,,6,Width 4ft,37.77613587,-122.4196395
15158,45476,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,426 Brannan St,1.0,Sidewalk: Curb side : Cutout,Private,10/18/07 0:00,8,3x3,37.77959071,-122.3951058
15159,95892,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1500X Moraga St,1.0,Sidewalk: Curb side : Cutout,Private,7/27/11 0:00,2,3x3,37.75607644,-122.4789086
15160,130694,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2332 Baker St,11.0,Sidewalk: Property side : Yard,Private,,6,Width 3ft,37.79285777,-122.4447005
15161,5471,Permitted Site,Magnolia grandiflora :: Southern Magnolia,600X Dolores St,11.0,Sidewalk: Curb side : Cutout,Rec/Park,6/2/92 0:00,25,6,37.7593944,-122.4260515
15165,135370,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,302 Battery St,4.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.79470266,-122.4001516
15167,130664,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,3125 Washington St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 3ft,37.79018504,-122.4448076
15168,135138,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1405 The Embarcadero,10.0,Sidewalk: Curb side : Yard,Private,,11,Width 6ft,37.80843798,-122.4109446
15169,67461,DPW Maintained,Pittosporum undulatum :: Victorian Box,1913 Grant Ave,1.0,Sidewalk: Curb side : Cutout,Private,8/18/92 0:00,9,,37.80460809,-122.4084206
15172,26342,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2630 San Jose Ave,1.0,Sidewalk: Curb side : Cutout,DPW,12/31/97 0:00,6,3X3,37.71554199,-122.4510411
15175,237804,DPW Maintained,Prunus cerasifera :: Cherry Plum,1 Loma Vista Ter,3.0,Sidewalk: Curb side : Yard,Private,,6,Width 3ft,37.76525247,-122.4432014
15177,9594,DPW Maintained,Pittosporum undulatum :: Victorian Box,1321 Golden Gate Ave,4.0,Sidewalk: Curb side : Cutout,DPW,,8,3X3,37.77943513,-122.4323203
15179,179143,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,27 Wayland St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.72642286,-122.4029327
15180,5246,Permitted Site,Ginkgo biloba :: Maidenhair Tree,1101X Divisadero St,1.0,Sidewalk: Curb side : Cutout,Private,3/27/90 0:00,9,3X3,37.77965652,-122.4388035
15184,135593,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,200x Drumm St,1.0,Median : Yard,DPW,,7,Width 7ft,37.7955004,-122.3967088
15185,253581,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,465 Pine St,1.0,Sidewalk: Property side : Cutout,Private,9/29/17 0:00,3,3x3,37.79149338,-122.4034843
15186,174986,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,1001 Madrid St,2.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.71466953,-122.4379237
15187,248534,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,796 Ashbury St,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 0ft,37.76739087,-122.4463306
15188,136764,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1900 Greenwich St,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.7996271,-122.4310893
15189,212996,DPW Maintained,Prunus cerasifera :: Cherry Plum,1583 08th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 2ft,37.75885559,-122.464977
15190,5667,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1386 Dolores St,2.0,Sidewalk: Curb side : Cutout,DPW,,3,4X4,37.74715318,-122.4248562
15194,233205,DPW Maintained,Olea europaea :: Olive Tree,215 Banks St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.73998478,-122.4126601
15195,184656,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3550 Moraga St,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 0ft,37.75510811,-122.5008917
15196,177775,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,390 Dwight St,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 3ft,37.72311473,-122.405922
15197,128709,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',4x Columbus Ave,1.0,Median : Yard,Private,,19,Width 9ft,37.79572149,-122.4034297
15198,138045,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,17 WILMOT ST,2.0,Sidewalk: Curb side : Cutout,Private,,1,Width 0ft,37.78760372,-122.4325726
15199,250266,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,43 United Nations Plz,7.0,Sidewalk: Curb side : Yard,Private,,14,Width 0ft,37.7800327,-122.4140762
15200,244869,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,1301 Page St,2.0,Sidewalk: Curb side : Cutout,Private,,26,Width 0ft,37.77149642,-122.4422962
15201,175660,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,61 Gorham St,2.0,Sidewalk: Property side : Yard,Private,,3,Width 6ft,37.73102988,-122.4349692
15202,195942,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,697 Newhall St,3.0,Sidewalk: Curb side : Cutout,Private,,15,Width 4ft,37.74046567,-122.3877906
15204,10675,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1099X Hayes St,5.0,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.77543091,-122.4338999
15205,178498,DPW Maintained,Pittosporum undulatum :: Victorian Box,160 Hamilton St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.72893223,-122.4107909
15211,121876,DPW Maintained,Ulmus parvifolia :: Chinese Elm,198 18th Ave,2.0,Sidewalk: Curb side : Cutout,Private,,10,Width 5ft,37.78442283,-122.4774414
15213,45569,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,310 Locust St,1.0,Sidewalk: Curb side : Cutout,Private,7/24/01 0:00,4,,37.78811591,-122.4519836
15215,136095,DPW Maintained,Pyrus calleryana :: Ornamental Pear,3124 Washington St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 4ft,37.79033223,-122.4448569
15218,238098,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,970 Florida St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.75643236,-122.4104918
15221,129899,DPW Maintained,Lophostemon confertus :: Brisbane Box,400 Cherry St,7.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.78648078,-122.4567197
15225,134483,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,199 Fulton St,5.0,Sidewalk: Property side : Yard,Private,,8,Width 4ft,37.77947592,-122.4161301
15229,249723,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,2500 Broderick St,7.0,Front Yard : Yard,Private,,15,,37.79384701,-122.4432734
15230,21962,DPW Maintained,Lophostemon confertus :: Brisbane Box,2535 03rd St,1.0,Sidewalk: Curb side : Cutout,DPW,3/28/13 0:00,3,3x3,37.75747104,-122.3881315
15232,211869,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1435 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.76117255,-122.4738142
15235,213458,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,331 Dorantes Ave,2.0,Sidewalk: Curb side : Yard,Private,,2,Width 3ft,37.74485267,-122.4669797
15236,121954,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,108 16th Ave,2.0,Sidewalk: Curb side : Cutout,Private,,5,Width 3ft,37.78598753,-122.4754072
15237,25166,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2750 Market St,1.0,Sidewalk: Curb side : Cutout,DPW,,25,2X2,37.76168853,-122.4389288
15242,5582,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1064 Dolores St,1.0,Sidewalk: Curb side : Cutout,DPW,,80,3X3,37.75236299,-122.4253403
15244,124956,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,222 Maple St,5.0,Sidewalk: Curb side : Yard,Private,,8,Width 4ft,37.78868612,-122.4554783
15245,179064,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,252 Otsego Ave,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 2ft,37.72365233,-122.440907
15246,14323,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2207 Market St,1.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.76544764,-122.4313161
15248,224331,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3641 24th St,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.75185344,-122.4238212
15249,196127,DPW Maintained,Prunus cerasifera :: Cherry Plum,2251 20th St,2.0,Sidewalk: Curb side : Pot,Private,,6,Width 2ft,37.75951134,-122.4037199
15250,45478,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3008 20th Ave,2.0,Sidewalk: Curb side : Cutout,Private,7/19/01 0:00,4,,37.73244304,-122.4759424
15251,24129,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,140X Whitney Young Cir,8.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.7360811,-122.3859307
15253,235080,DPW Maintained,Pittosporum undulatum :: Victorian Box,1199X Shrader St,1.0,Sidewalk: Curb side : Cutout,Private,,21,Width 3ft,37.76394067,-122.4512691
15254,35031,DPW Maintained,Lophostemon confertus :: Brisbane Box,403 Main St,8.0,Sidewalk: Curb side : Cutout,Private,1/5/98 0:00,16,,37.78801337,-122.3899876
15255,224883,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',486 Laidley St,2.0,Sidewalk: Curb side : Cutout,Private,,16,Width 2ft,37.73630242,-122.4305576
15256,26113,DPW Maintained,Maytenus boaria :: Mayten,1505 Oakdale Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3x3,37.73371507,-122.388938
15258,2039,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,700X Bosworth St,7.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.73377875,-122.4349486
15259,208679,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,285 Faxon Ave,1.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.71969027,-122.4602945
15260,193227,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,188 Henry Adams St,5.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.76746128,-122.4038867
15261,184592,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1738 Lower Great Hwy,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 0ft,37.75395479,-122.5084932
15264,22738,DPW Maintained,Pittosporum undulatum :: Victorian Box,1560 Turk St,10.0,Sidewalk: Curb side : Cutout,DPW,,24,3X3,37.78064821,-122.4346988
15266,226228,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,2831 21st St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.75743807,-122.4112745
15269,11182,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2765 Hyde St,1.0,Sidewalk: Curb side : Cutout,DPW,,18,3X3,37.80631286,-122.4205774
